,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
29,2020-11-09,15:30,Liga 1,Group Stage,Mon,Away,L,1,4,U César Vallejo,,,Rinaldo Cruzado,4-2-2-2,3-4-3,Diego Haro,Match Report,
30,2020-11-16,15:30,Liga 1,Group Stage,Mon,Away,L,0,1,Cusco,,,Leao Butrón,4-4-2,4-2-3-1,Roberto Pérez,Match Report,
31,2020-11-21,15:30,Liga 1,Group Stage,Sat,Home,L,0,2,Sport Boys,,,Leao Butrón,4-4-2◆,4-2-3-1,Edwin Ordóñez,Match Report,
32,2020-11-25,15:30,Liga 1,Group Stage,Wed,Away,L,0,1,Mannucci,,,Leao Butrón,4-3-1-2,4-2-3-1,Miguel Santiváñez,Match Report,
33,2020-11-28,15:30,Liga 1,Group Stage,Sat,Away,L,0,2,Sport Huancayo,,,Leao Butrón,4-4-2◆,4-2-3-1,Kevin Ortega,Match Report,
34,2021-03-30,15:30,Liga 1,Group Stage,Tue,Home,D,2,2,Cusco,,,Josepmir Ballón,4-3-3,4-4-2,Renzo Castañeda,Match Report,
35,2021-04-06,15:30,Liga 1,Group Stage,Tue,Home,W,1,0,Dep Municipal,,,Josepmir Ballón,4-3-3,4-2-3-1,Joel Alarcón,Match Report,
36,2021-04-14,15:30,Liga 1,Group Stage,Wed,Away,D,0,0,Sport Huancayo,,,Josepmir Ballón,4-3-3,4-2-3-1,Edwin Ordóñez,Match Report,
37,2021-04-24,15:30,Liga 1,Group Stage,Sat,Home,D,2,2,U César Vallejo,,,Josepmir Ballón,4-2-3-1,4-2-3-1,Roberto Pérez,Match Report,
38,2021-05-02,15:30,Liga 1,Group Stage,Sun,Away,L,1,2,Sporting Cristal,,,Josepmir Ballón,4-2-3-1,4-2-3-1,Augusto Menéndez,Match Report,
39,2021-05-07,15:30,Liga 1,Group Stage,Fri,Home,W,2,0,Binacional,,,Josepmir Ballón,4-2-3-1,3-4-3,Edwin Ordóñez,Match Report,
40,2021-05-12,15:30,Liga 1,Group Stage,Wed,Away,D,0,0,Alianza Atlético,,,,3-4-3,5-3-2,Jesús Cartagena,Match Report,
41,2021-05-17,13:15,Liga 1,Group Stage,Mon,Away,W,2,0,Sport Boys,,,Jefferson Farfán,3-4-1-2,4-2-3-1,Fernando Legario,Match Report,
42,2021-05-21,15:30,Liga 1,Group Stage,Fri,Home,W,2,0,Alianza Univ,,,Josepmir Ballón,3-5-2,4-2-3-1,Micke Palomino,Match Report,
43,2021-07-18,15:30,Liga 1,Torneo Clausura,Sun,Home,W,4,1,Ayacucho,,,Josepmir Ballón,3-5-2,5-4-1,Fernando Legario,Match Report,
44,2021-07-24,15:30,Liga 1,Torneo Clausura,Sat,Away,D,0,0,Alianza Univ,,,Josepmir Ballón,3-5-2,3-5-2,Augusto Menéndez,Match Report,
45,2021-08-01,15:30,Liga 1,Torneo Clausura,Sun,Away,D,0,0,Sport Boys,,,Josepmir Ballón,3-4-1-2,4-3-3,Joel Alarcón,Match Report,
46,2021-08-04,19:30,Liga 1,Torneo Clausura,Wed,Home,W,2,1,Cantolao,,,Josepmir Ballón,3-4-3,4-2-3-1,Luis Garay Evia,Match Report,
47,2021-08-08,15:30,Liga 1,Torneo Clausura,Sun,Away,W,2,0,USMP,,,Josepmir Ballón,3-5-2,4-2-3-1,Jonathan Zamora,Match Report,
48,2021-08-14,15:30,Liga 1,Torneo Clausura,Sat,Home,W,1,0,Dep Municipal,,,Josepmir Ballón,3-5-2,4-2-3-1,Roberto Pérez,Match Report,
49,2021-08-18,19:30,Liga 1,Torneo Clausura,Wed,Away,W,2,1,Universitario,,,Josepmir Ballón,3-5-2,3-4-1-2,Augusto Menéndez,Match Report,
50,2021-08-23,15:30,Liga 1,Torneo Clausura,Mon,Home,D,1,1,Sport Huancayo,,,Josepmir Ballón,3-5-2,4-2-3-1,Joel Alarcón,Match Report,
51,2021-08-29,15:30,Liga 1,Torneo Clausura,Sun,Away,W,1,0,U César Vallejo,,,Josepmir Ballón,5-3-2,4-2-3-1,Kevin Ortega,Match Report,
52,2021-09-12,13:15,Liga 1,Torneo Clausura,Sun,Home,W,3,2,Binacional,,,Josepmir Ballón,3-4-1-2,3-4-3,Augusto Menéndez,Match Report,
53,2021-09-17,15:30,Liga 1,Torneo Clausura,Fri,Away,W,2,0,Cusco,,,Josepmir Ballón,3-4-3,4-3-3,Roberto Pérez,Match Report,
54,2021-09-22,13:15,Liga 1,Torneo Clausura,Wed,Home,W,1,0,Melgar,,,Josepmir Ballón,3-4-1-2,4-3-3,Fernando Legario,Match Report,
55,2021-09-25,15:30,Liga 1,Torneo Clausura,Sat,Away,W,3,1,Alianza Atlético,,,Josepmir Ballón,3-4-1-2,4-4-1-1,Augusto Menéndez,Match Report,
56,2021-10-02,15:30,Liga 1,Torneo Clausura,Sat,Home,W,2,0,UTC,,,Josepmir Ballón,3-4-1-2,4-3-3,Micke Palomino,Match Report,
57,2021-10-16,15:30,Liga 1,Torneo Clausura,Sat,Away,W,1,0,Mannucci,,,Josepmir Ballón,3-4-1-2,4-2-3-1,Luis Seminario,Match Report,
58,2021-10-24,15:30,Liga 1,Torneo Clausura,Sun,Home,L,1,3,Sporting Cristal,,,Hernán Barcos,3-4-1-2,4-2-3-1,Micke Palomino,Match Report,
59,2021-10-29,15:00,Liga 1,Torneo Clausura,Fri,Away,D,1,1,Cienciano,,,Josepmir Ballón,3-5-2,4-5-1,Gean Pierre Barbagelatta,Match Report,
60,2021-11-21,15:00,Liga 1,Finals,Sun,Home,W,1,0,Sporting Cristal,,,Josepmir Ballón,3-4-1-2,4-2-3-1,Diego Haro,Match Report,Leg 1 of 2
61,2021-11-28,15:00,Liga 1,Finals,Sun,Away,D,0,0,Sporting Cristal,,,Josepmir Ballón,3-4-1-2,4-1-4-1,Kevin Ortega,Match Report,Leg 2 of 2; Alianza Lima won
62,2022-02-04,19:00,Liga 1,Torneo Apertura,Fri,Home,D,1,1,Atlético Grau,,,Josepmir Ballón,3-5-2,3-5-2,Michael Espinoza,Match Report,
63,2022-02-13,15:30,Liga 1,Torneo Apertura,Sun,Away,D,0,0,Sport Boys,,,Josepmir Ballón,3-4-1-2,5-3-2,Roberto Pérez,Match Report,
64,2022-02-20,15:30,Liga 1,Torneo Apertura,Sun,Home,W,3,1,Mannucci,,,Josepmir Ballón,5-3-2,4-2-3-1,Joel Alarcón,Match Report,
65,2022-02-27,13:15,Liga 1,Torneo Apertura,Sun,Away,L,2,4,Alianza Atlético,,,Josepmir Ballón,5-3-2,4-2-3-1,Michael Espinoza,Match Report,
66,2022-03-06,15:30,Liga 1,Torneo Apertura,Sun,Home,L,0,1,Sporting Cristal,,,Josepmir Ballón,5-3-2,4-2-3-1,Kevin Ortega,Match Report,
67,2022-03-12,15:30,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Melgar,,,Josepmir Ballón,5-3-2,4-2-3-1,Edwin Ordóñez,Match Report,
68,2022-04-06,19:00,Libertadores,Group stage,Wed,Home,L,0,1,ar River Plate,35,,Josepmir Ballón,5-3-2,4-4-2,Wilmar Roldán,Match Report,
69,2022-04-10,13:15,Liga 1,Torneo Apertura,Sun,Home,W,1,0,UTC,,,Josepmir Ballón,4-3-3,4-2-3-1,Hibert Villegas,Match Report,
70,2022-04-13,18:00,Libertadores,Group stage,Wed,Away,L,1,2,cl Colo-Colo,44,,Josepmir Ballón,5-3-2,4-2-3-1,Esteban Ostojich,Match Report,
71,2022-04-17,15:00,Liga 1,Torneo Apertura,Sun,Away,W,4,1,Universitario,,,Josepmir Ballón,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,
72,2022-04-23,15:30,Liga 1,Torneo Apertura,Sat,Away,W,2,1,Cantolao,,,Josepmir Ballón,4-2-3-1,4-2-3-1,Jordy Espinoza,Match Report,
73,2022-04-27,19:00,Libertadores,Group stage,Wed,Away,L,1,2,br Fortaleza,48,"32,557",Josepmir Ballón,4-1-4-1,3-4-1-2,Carlos Betancourt,Match Report,
