,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
77,2022-07-27,17:30,Liga 1,Torneo Clausura,Wed,Home,D,1,1,Binacional,,,Adrián Ugarriza,4-4-2,4-5-1,Joel Alarcón,Match Report,
78,2022-07-30,15:15,Liga 1,Torneo Clausura,Sat,Away,W,1,0,Ayacucho,,,Adrián Ugarriza,4-2-3-1,4-4-1-1,Luis Garay Evia,Match Report,
79,2022-08-07,15:30,Liga 1,Torneo Clausura,Sun,Home,W,1,0,Universitario,,,Adrián Ugarriza,4-4-2,5-3-2,Jesús Cartagena,Match Report,
80,2022-08-14,13:15,Liga 1,Torneo Clausura,Sun,Away,L,1,2,Sport Boys,,,Carlos Javier Beltrán,4-4-2,4-3-3,Roberto Pérez,Match Report,
81,2022-08-20,15:30,Liga 1,Torneo Clausura,Sat,Home,D,2,2,Atlético Grau,,,Kevin Sandoval,3-4-3,3-4-3,Sebastián Lozano,Match Report,
82,2022-08-28,11:00,Liga 1,Torneo Clausura,Sun,Away,L,0,1,Alianza Atlético,,,Carlos Javier Beltrán,4-2-3-1,4-2-3-1,Julio Quiróz,Match Report,
83,2022-09-03,15:30,Liga 1,Torneo Clausura,Sat,Home,W,2,0,Mannucci,,,Luciano Recalde,4-3-3,5-4-1,Italo Gonzáles,Match Report,
84,2022-09-11,11:00,Liga 1,Torneo Clausura,Sun,Away,L,1,4,Sporting Cristal,,"5,000",Adrián Ugarriza,4-2-3-1,4-3-3,Christian Zegarra,Match Report,
85,2022-09-17,15:30,Liga 1,Torneo Clausura,Sat,Home,D,2,2,Melgar,,,Adrián Ugarriza,4-4-2,4-3-3,Joel Alarcón,Match Report,
86,2022-10-04,17:30,Liga 1,Torneo Clausura,Tue,Home,L,0,1,Sport Huancayo,,,Carlos Javier Beltrán,4-4-2,4-2-3-1,Jesús Cartagena,Match Report,
