,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
12,2020-09-12,11:30,Liga 1,Torneo Apertura,Sat,Away,W,1,0,Sport Boys,,,Víctor Balta,4-2-3-1,4-3-3,Eduardo Chirinos,Match Report,
13,2020-09-19,13:15,Liga 1,Torneo Apertura,Sat,Home,D,1,1,Alianza Lima,,,Joel Pinto,4-2-3-1,4-3-3,Joel Alarcón,Match Report,
14,2020-09-22,15:30,Liga 1,Torneo Apertura,Tue,Away,W,3,1,Cantolao,,,Joel Pinto,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,
15,2020-09-25,13:00,Liga 1,Torneo Apertura,Fri,Home,W,4,3,USMP,,,Víctor Balta,4-2-3-1,4-3-3,Roberto Pérez,Match Report,
16,2020-09-29,13:15,Liga 1,Torneo Apertura,Tue,Away,D,0,0,Cienciano,,,Joel Pinto,4-2-3-1,4-2-3-1,José Mendoza,Match Report,
17,2020-10-05,15:30,Liga 1,Torneo Apertura,Mon,Home,L,0,1,Alianza Univ,,,Joel Pinto,4-2-3-1,4-2-3-1,Edwin Ordóñez,Match Report,
18,2020-10-09,11:00,Liga 1,Torneo Apertura,Fri,Away,W,2,0,Llacuabamba,,,Marcos Lliuya,4-2-3-1,4-2-3-1,Augusto Menéndez,Match Report,
19,2020-10-13,15:30,Liga 1,Torneo Apertura,Tue,Home,W,1,0,Binacional,,,Joel Pinto,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,
20,2020-10-19,18:15,Liga 1,Torneo Apertura,Mon,Away,W,1,0,Mannucci,,,Joel Pinto,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,
21,2020-10-23,15:30,Liga 1,Group Stage,Fri,Away,D,0,0,Dep Municipal,,,Víctor Peña,4-2-3-1,4-2-3-1,José Mendoza,Match Report,
22,2020-10-27,17:15,Sudamericana,Second stage,Tue,Home,D,1,1,uy Liverpool,62,,Joel Pinto,4-4-2,4-2-3-1,Marlon Vera,Match Report,Leg 1 of 2
23,2020-10-30,11:00,Liga 1,Group Stage,Fri,Away,L,2,3,Sport Boys,,,Víctor Peña,4-2-3-1,4-4-2,Roberto Pérez,Match Report,
24,2020-11-03,19:15,Sudamericana,Second stage,Tue,Away,W,2,1,uy Liverpool,40,,Joel Pinto,4-4-2,4-2-3-1,Arnaldo Samaniego,Match Report,Leg 2 of 2; Sport Huancayo won
25,2020-11-06,11:00,Liga 1,Group Stage,Fri,Away,D,0,0,Cusco,,,Joel Pinto,4-4-1-1,4-3-3,Hibert Villegas,Match Report,
26,2020-11-09,13:15,Liga 1,Group Stage,Mon,Home,L,0,3,Ayacucho,,,Víctor Balta,4-2-3-1,3-4-3,Joel Alarcón,Match Report,
27,2020-11-12,15:30,Liga 1,Group Stage,Thu,Home,D,0,0,U César Vallejo,,,Joel Pinto,4-2-3-1,3-4-3,Kevin Ortega,Match Report,
28,2020-11-16,15:30,Liga 1,Group Stage,Mon,Home,W,4,3,Llacuabamba,,,Joel Pinto,4-2-3-1,3-4-1-2,Miguel Santiváñez,Match Report,
29,2020-11-18,18:00,Liga 1,Group Stage,Wed,Away,L,0,4,Melgar,,,Joel Pinto,4-2-3-1,4-3-3,Micke Palomino,Match Report,
30,2020-11-21,18:00,Liga 1,Group Stage,Sat,Away,L,1,2,Mannucci,,,Joel Pinto,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,
31,2020-11-25,21:30,Sudamericana,Round of 16,Wed,Away,D,0,0,cl Coquimbo Unido,44,,Joel Pinto,4-2-3-1,3-4-3,Gery Vargas,Match Report,Leg 1 of 2
32,2020-11-28,15:30,Liga 1,Group Stage,Sat,Home,W,2,0,Alianza Lima,,,Joel Pinto,4-2-3-1,4-4-2,Kevin Ortega,Match Report,
33,2020-12-02,19:30,Sudamericana,Round of 16,Wed,Home,L,0,2,cl Coquimbo Unido,72,,Joel Pinto,4-2-3-1,3-4-3,Augusto Aragón,Match Report,Leg 2 of 2; Coquimbo Unido won
34,2021-03-12,13:15,Liga 1,Group Stage,Fri,Away,W,1,0,Dep Municipal,,,Joel Pinto,4-4-2,4-2-3-1,Diego Haro,Match Report,
35,2021-03-17,19:30,Sudamericana,First stage,Wed,Away,W,1,0,pe UTC,64,,Joel Pinto,4-2-3-1,4-4-1-1,Augusto Menéndez,Match Report,Leg 1 of 2
36,2021-03-22,11:00,Liga 1,Group Stage,Mon,Home,W,3,0,Binacional,,,Daniel Morales,4-2-3-1,4-2-3-1,Fernando Legario,Match Report,
37,2021-03-31,15:30,Liga 1,Group Stage,Wed,Away,L,0,3,Ayacucho,,,Joel Pinto,4-2-3-1,4-2-3-1,José Mendoza,Match Report,
38,2021-04-07,19:30,Sudamericana,First stage,Wed,Home,W,4,0,pe UTC,36,,Joel Pinto,4-2-3-1,4-3-3,Diego Haro,Match Report,Leg 2 of 2; Sport Huancayo won
39,2021-04-14,15:30,Liga 1,Group Stage,Wed,Home,D,0,0,Alianza Lima,,,Joel Pinto,4-2-3-1,4-3-3,Edwin Ordóñez,Match Report,
40,2021-04-22,21:30,Sudamericana,Group stage,Thu,Away,L,1,5,uy Peñarol,53,,Víctor Balta,4-2-3-1,4-4-2,Álex Cajas,Match Report,
41,2021-04-26,15:30,Liga 1,Group Stage,Mon,Away,W,1,0,Cusco,,,Víctor Balta,4-2-3-1,4-2-3-1,Pablo López,Match Report,
42,2021-04-29,17:15,Sudamericana,Group stage,Thu,Home,L,1,2,py River Plate,70,,Joel Pinto,4-2-3-1,4-4-2,Nicolás Gallo,Match Report,
