,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
136,2023-09-21,13:00,Liga 1,Torneo Clausura,Thu,Home,D,0,0,Deportivo Garcilaso,,,Víctor Balta,4-2-3-1,4-2-3-1,Micke Palomino,Match Report,
137,2023-09-25,15:00,Liga 1,Torneo Clausura,Mon,Away,D,0,0,Atlético Grau,,,Víctor Balta,4-2-3-1,4-2-3-1,Edwin Ordóñez,Match Report,
138,2023-09-29,15:00,Liga 1,Torneo Clausura,Fri,Home,W,2,0,Dep Municipal,,,Víctor Balta,4-2-3-1,4-2-3-1,Augusto Menéndez,Match Report,
139,2023-10-03,15:00,Liga 1,Torneo Clausura,Tue,Away,L,0,2,Sporting Cristal,,,Víctor Balta,5-4-1,4-3-3,Daniel Ureta,Match Report,
140,2023-10-22,15:00,Liga 1,Torneo Clausura,Sun,Home,W,1,0,Sport Boys,,,Víctor Balta,4-1-4-1,4-5-1,Jordy Espinoza,Match Report,
141,2023-10-29,15:00,Liga 1,Torneo Clausura,Sun,Away,L,0,2,Universitario,,,Ricardo Salcedo,4-1-4-1,3-5-2,Roberto Pérez,Match Report,
142,2024-01-27,17:30,Liga 1,Torneo Apertura,Sat,Home,W,1,0,Sport Boys,,,Ricardo Salcedo,4-1-4-1,4-4-2,,Match Report,
143,2024-02-04,19:00,Liga 1,Torneo Apertura,Sun,Away,W,2,0,Deportivo Garcilaso,,,Ricardo Salcedo,4-2-3-1,4-2-3-1,,Match Report,
144,2024-02-11,18:00,Liga 1,Torneo Apertura,Sun,Home,W,2,0,Cusco,,,Ricardo Salcedo,4-1-4-1,4-4-1-1,,Match Report,
145,2024-02-18,19:30,Liga 1,Torneo Apertura,Sun,Away,D,1,1,U César Vallejo,,,Ricardo Salcedo,4-1-4-1,4-3-3,,Match Report,
146,2024-02-23,15:00,Liga 1,Torneo Apertura,Fri,Home,W,4,0,Alianza Atlético,,,Ricardo Salcedo,4-1-4-1,4-2-3-1,,Match Report,
147,2024-03-01,20:30,Liga 1,Torneo Apertura,Fri,Away,L,0,2,Universitario,,,Ricardo Salcedo,4-3-3,3-5-2,,Match Report,
148,2024-03-07,19:30,Sudamericana,First stage,Thu,Away,L,0,2,pe U César Vallejo,47,,Ricardo Salcedo,4-1-4-1,4-2-3-1,,Match Report,
149,2024-03-10,15:00,Liga 1,Torneo Apertura,Sun,Home,D,2,2,Unión Comercio,,,Ricardo Salcedo,4-1-4-1,4-4-1-1,,Match Report,
150,2024-03-14,15:45,Liga 1,Torneo Apertura,Thu,Away,L,2,3,Comerciantes Unidos,,,Ricardo Salcedo,4-1-4-1,4-2-3-1,,Match Report,
151,2024-03-31,13:00,Liga 1,Torneo Apertura,Sun,Home,L,0,2,ADT Tarma,,,Ricardo Salcedo,4-1-4-1,3-4-1-2,,Match Report,
152,2024-04-07,15:30,Liga 1,Torneo Apertura,Sun,Away,L,0,4,Sporting Cristal,,,Ricardo Salcedo,4-2-3-1,4-2-3-1,,Match Report,
153,2024-04-12,15:00,Liga 1,Torneo Apertura,Fri,Home,L,1,2,Cienciano,,,Ricardo Salcedo,4-4-2,4-2-3-1,,Match Report,
