,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
79,2022-05-01,13:00,Liga 1,Torneo Apertura,Sun,Away,W,1,0,Atlético Grau,,,José Carvallo,4-4-2,4-2-3-1,Luis Seminario,Match Report,
80,2022-05-07,15:30,Liga 1,Torneo Apertura,Sat,Home,W,3,1,Alianza Atlético,,,José Carvallo,4-4-2,4-3-3,Jesús Cartagena,Match Report,
81,2022-05-15,15:30,Liga 1,Torneo Apertura,Sun,Away,D,0,0,Mannucci,,,José Carvallo,4-3-3,4-4-2,Hibert Villegas,Match Report,
82,2022-05-21,19:00,Liga 1,Torneo Apertura,Sat,Home,D,1,1,Sporting Cristal,,,José Carvallo,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,
83,2022-05-29,15:30,Liga 1,Torneo Apertura,Sun,Away,L,0,2,Melgar,,,Nelinho Quina,4-4-2,4-2-3-1,Michael Espinoza,Match Report,
84,2022-06-26,15:30,Liga 1,Torneo Apertura,Sun,Away,L,0,2,Sport Huancayo,,,José Carvallo,4-2-3-1,5-3-2,Joel Alarcón,Match Report,
85,2022-07-03,20:00,Liga 1,Torneo Apertura,Sun,Home,W,1,0,UTC,,,José Carvallo,4-2-3-1,4-2-3-1,Luis Garay Evia,Match Report,
86,2022-07-10,15:30,Liga 1,Torneo Clausura,Sun,Home,D,1,1,Cantolao,,,José Carvallo,4-2-3-1,4-2-3-1,Gean Pierre Barbagelatta,Match Report,
87,2022-07-16,15:30,Liga 1,Torneo Clausura,Sat,Away,W,4,0,USMP,,,José Carvallo,4-2-3-1,4-2-3-1,Jordy Espinoza,Match Report,
88,2022-07-24,15:30,Liga 1,Torneo Clausura,Sun,Home,W,2,0,Carlos Stein,,,José Carvallo,4-2-3-1,5-4-1,Daniel Ureta,Match Report,
89,2022-07-27,20:00,Liga 1,Torneo Clausura,Wed,Away,L,0,1,U César Vallejo,,,José Carvallo,4-2-3-1,3-4-3,Jonathan Zamora,Match Report,
90,2022-07-30,18:00,Liga 1,Torneo Clausura,Sat,Home,L,0,1,Dep Municipal,,,José Carvallo,4-2-3-1,4-3-3,Pablo López,Match Report,
91,2022-08-07,15:30,Liga 1,Torneo Clausura,Sun,Away,L,0,1,Cienciano,,,José Carvallo,5-3-2,4-4-2,Jesús Cartagena,Match Report,
92,2022-08-13,19:00,Liga 1,Torneo Clausura,Sat,Home,W,2,0,Binacional,,,José Carvallo,4-3-3,4-2-3-1,Kevin Ortega,Match Report,
93,2022-08-21,15:00,Liga 1,Torneo Clausura,Sun,Away,D,1,1,ADT Tarma,,,José Carvallo,4-4-2,4-2-3-1,Edwin Ordóñez,Match Report,
94,2022-08-27,19:00,Liga 1,Torneo Clausura,Sat,Home,W,2,1,Ayacucho,,,Nelinho Quina,4-4-2,4-3-3,Joel Alarcón,Match Report,
95,2022-09-04,15:30,Liga 1,Torneo Clausura,Sun,Away,W,2,0,Alianza Lima,,,José Carvallo,4-5-1,4-2-3-1,Augusto Menéndez,Match Report,
96,2022-09-11,15:45,Liga 1,Torneo Clausura,Sun,Away,W,1,0,Sport Boys,,,José Carvallo,4-4-2,4-3-3,Roberto Pérez,Match Report,
97,2022-09-17,19:00,Liga 1,Torneo Clausura,Sat,Home,W,2,0,Atlético Grau,,,José Carvallo,4-2-3-1,5-3-2,Kevin Ortega,Match Report,
98,2022-09-30,13:15,Liga 1,Torneo Clausura,Fri,Away,D,2,2,Alianza Atlético,,,José Carvallo,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,
99,2022-10-05,20:00,Liga 1,Torneo Clausura,Wed,Home,W,3,0,Mannucci,,,José Carvallo,4-2-3-1,4-2-3-1,Hibert Villegas,Match Report,
100,2022-10-09,15:30,Liga 1,Torneo Clausura,Sun,Away,D,0,0,Sporting Cristal,,,José Carvallo,4-2-3-1,4-3-3,Kevin Ortega,Match Report,
101,2022-10-16,15:45,Liga 1,Torneo Clausura,Sun,Home,D,1,1,Melgar,,,José Carvallo,4-2-3-1,4-3-3,Jesús Cartagena,Match Report,
102,2022-10-24,20:00,Liga 1,Torneo Clausura,Mon,Home,W,2,0,Sport Huancayo,,,José Carvallo,4-2-3-1,4-2-3-1,Augusto Menéndez,Match Report,
103,2022-10-28,15:00,Liga 1,Torneo Clausura,Fri,Away,D,1,1,UTC,,,Nelinho Quina,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,
104,2023-02-04,15:30,Liga 1,Torneo Apertura,Sat,Home,W,4,0,Cantolao,,,,4-4-2,4-4-2,Diego Haro,Match Report,
105,2023-02-12,13:30,Liga 1,Torneo Apertura,Sun,Away,L,0,1,Unión Comercio,,,José Carvallo,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,
106,2023-02-19,15:30,Liga 1,Torneo Apertura,Sun,Home,L,1,2,Alianza Lima,,,,,,Augusto Menéndez,Match Report,
107,2023-02-26,19:00,Liga 1,Torneo Apertura,Sun,Away,L,0,2,Mannucci,,,José Carvallo,4-3-3,4-4-2,Roberto Pérez,Match Report,
108,2023-03-05,15:30,Liga 1,Torneo Apertura,Sun,Home,W,1,0,Melgar,,,José Carvallo,4-2-3-1,4-3-3,Diego Haro,Match Report,
109,2023-03-09,21:00,Sudamericana,First stage,Thu,Home,W,2,0,pe Cienciano,42,,Aldo Corzo,4-2-3-1,4-3-3,Gustavo Tejera,Match Report,
110,2023-03-13,18:00,Liga 1,Torneo Apertura,Mon,Away,W,2,1,Binacional,,,Aldo Corzo,5-3-2,4-2-3-1,Joel Alarcón,Match Report,
111,2023-03-18,20:00,Liga 1,Torneo Apertura,Sat,Home,W,3,1,ADT Tarma,,,Aldo Corzo,5-3-2,4-2-3-1,Michael Espinoza,Match Report,
112,2023-03-24,20:30,Liga 1,Torneo Apertura,Fri,Home,W,3,0,Cienciano,,,Aldo Corzo,3-4-1-2,4-2-3-1,Kevin Ortega,Match Report,
113,2023-03-31,19:30,Liga 1,Torneo Apertura,Fri,Away,D,0,0,Deportivo Garcilaso,,,Aldo Corzo,3-4-1-2,4-2-3-1,Diego Haro,Match Report,
114,2023-04-05,21:00,Sudamericana,Group stage,Wed,Away,W,1,0,ar Gimnasia–LP,49,,Aldo Corzo,3-4-3,4-3-1-2,Andrés Matonte,Match Report,
115,2023-04-09,18:00,Liga 1,Torneo Apertura,Sun,Home,W,2,1,Atlético Grau,,,Aldo Corzo,3-5-2,5-3-2,Daniel Ureta,Match Report,
116,2023-04-16,16:00,Liga 1,Torneo Apertura,Sun,Away,W,2,1,Dep Municipal,,,Aldo Corzo,3-4-1-2,4-3-3,Edwin Ordóñez,Match Report,
117,2023-04-20,21:00,Sudamericana,Group stage,Thu,Home,D,2,2,br Goiás,57,,Aldo Corzo,3-4-1-2,4-2-3-1,Gery Vargas,Match Report,
118,2023-04-24,20:30,Liga 1,Torneo Apertura,Mon,Home,W,2,0,Sporting Cristal,,,Aldo Corzo,3-4-1-2,4-3-3,Kevin Ortega,Match Report,
119,2023-04-29,15:00,Liga 1,Torneo Apertura,Sat,Away,W,3,0,Sport Boys,,,Aldo Corzo,3-4-1-2,5-3-2,Joel Alarcón,Match Report,
120,2023-05-04,21:00,Sudamericana,Group stage,Thu,Home,W,2,0,co Santa Fe,43,,Aldo Corzo,3-4-1-2,4-2-3-1,Gustavo Tejera,Match Report,
121,2023-05-14,13:00,Liga 1,Torneo Apertura,Sun,Away,L,1,3,Alianza Atlético,,,Aldo Corzo,3-4-1-2,4-2-3-1,Augusto Menéndez,Match Report,
122,2023-05-19,20:30,Liga 1,Torneo Apertura,Fri,Home,W,4,0,U César Vallejo,,,Andy Polo,4-2-2-2,4-1-4-1,Kevin Ortega,Match Report,
123,2023-05-23,19:00,Sudamericana,Group stage,Tue,Away,L,0,1,br Goiás,40,,Aldo Corzo,3-5-2,5-3-2,Guillermo Guerrero,Match Report,
124,2023-05-28,15:30,Liga 1,Torneo Apertura,Sun,Away,L,0,1,UTC,,,Aldo Corzo,3-5-2,4-2-3-1,Diego Haro,Match Report,
125,2023-06-02,20:30,Liga 1,Torneo Apertura,Fri,Home,W,1,0,Cusco,,,,3-4-1-2,3-4-3,Kevin Ortega,Match Report,
126,2023-06-08,21:00,Sudamericana,Group stage,Thu,Away,L,0,2,co Santa Fe,32,"9,863",Aldo Corzo,3-5-2,4-3-3,Felipe González Alveal,Match Report,
127,2023-06-11,18:00,Liga 1,Torneo Apertura,Sun,Away,L,0,1,Sport Huancayo,,,Aldo Corzo,3-4-1-2,4-1-4-1,Roberto Pérez,Match Report,
128,2023-06-22,19:00,Liga 1,Torneo Clausura,Thu,Away,D,1,1,Cienciano,,,Aldo Corzo,3-5-2,4-2-3-1,Fernando Legario,Match Report,
129,2023-06-28,21:00,Sudamericana,Group stage,Wed,Home,W,1,0,ar Gimnasia–LP,53,,Aldo Corzo,3-5-2,4-2-3-1,Esteban Ostojich,Match Report,
130,2023-07-03,20:30,Liga 1,Torneo Clausura,Mon,Home,W,2,0,Alianza Atlético,,,Aldo Corzo,3-5-2,3-4-3,Joel Alarcón,Match Report,
131,2023-07-07,20:00,Liga 1,Torneo Clausura,Fri,Away,W,4,1,Cantolao,,,Aldo Corzo,3-1-4-2,5-4-1,Daniel Ureta,Match Report,
132,2023-07-11,21:30,Sudamericana,Knockout round play-offs,Tue,Away,L,0,1,br Corinthians,34,,Aldo Corzo,3-4-1-2,4-3-3,Jesús Valenzuela,Match Report,Leg 1 of 2
133,2023-07-14,21:00,Liga 1,Torneo Clausura,Fri,Home,W,2,0,Unión Comercio,,,Horacio Calcaterra,3-1-4-2,3-1-4-2,Fernando Legario,Match Report,
134,2023-07-18,19:30,Sudamericana,Knockout round play-offs,Tue,Home,L,1,2,br Corinthians,56,"46,811",Aldo Corzo,3-4-1-2,5-3-2,Wilmar Roldán,Match Report,Leg 2 of 2; Corinthians won
135,2023-07-22,20:30,Liga 1,Torneo Clausura,Sat,Away,D,0,0,Alianza Lima,,,Aldo Corzo,3-4-1-2,4-2-3-1,Roberto Pérez,Match Report,
136,2023-07-31,20:30,Liga 1,Torneo Clausura,Mon,Home,W,3,0,Mannucci,,,Aldo Corzo,3-4-1-2,4-4-2,Diego Haro,Match Report,
137,2023-08-06,18:00,Liga 1,Torneo Clausura,Sun,Away,W,1,0,Melgar,,,Aldo Corzo,3-4-1-2,3-4-3,Kevin Ortega,Match Report,
138,2023-08-12,19:00,Liga 1,Torneo Clausura,Sat,Home,W,1,0,Binacional,,,Aldo Corzo,3-5-2,4-1-4-1,Roberto Pérez,Match Report,
139,2023-08-16,15:15,Liga 1,Torneo Clausura,Wed,Away,L,0,2,ADT Tarma,,,Aldo Corzo,3-5-2,4-2-3-1,Joel Alarcón,Match Report,
140,2023-08-19,19:30,Liga 1,Torneo Clausura,Sat,Home,D,1,1,Deportivo Garcilaso,,,Aldo Corzo,3-5-2,4-2-3-1,Michael Espinoza,Match Report,
141,2023-08-27,13:00,Liga 1,Torneo Clausura,Sun,Away,D,2,2,Atlético Grau,,,Andy Polo,3-5-2,4-4-2,Diego Haro,Match Report,
142,2023-09-10,19:00,Liga 1,Torneo Clausura,Sun,Home,W,1,0,Dep Municipal,,,Edison Flores,3-5-2,4-4-2,Roberto Pérez,Match Report,
143,2023-09-16,20:30,Liga 1,Torneo Clausura,Sat,Away,D,0,0,Sporting Cristal,,,Aldo Corzo,3-5-2,4-3-3,Kevin Ortega,Match Report,
144,2023-09-20,20:30,Liga 1,Torneo Clausura,Wed,Home,W,3,0,Sport Boys,,,Aldo Corzo,3-5-2,4-4-2,Edwin Ordóñez,Match Report,
145,2023-09-28,18:00,Liga 1,Torneo Clausura,Thu,Away,W,1,0,U César Vallejo,,,Aldo Corzo,3-5-2,3-5-2,Jesús Cartagena,Match Report,
146,2023-10-02,20:30,Liga 1,Torneo Clausura,Mon,Home,W,3,0,UTC,,,Aldo Corzo,3-5-2,4-2-3-1,Roberto Pérez,Match Report,
147,2023-10-21,20:00,Liga 1,Torneo Clausura,Sat,Away,D,1,1,Cusco,,,Aldo Corzo,3-5-2,3-4-1-2,Diego Haro,Match Report,
148,2023-10-29,15:00,Liga 1,Torneo Clausura,Sun,Home,W,2,0,Sport Huancayo,,,Aldo Corzo,3-5-2,4-1-4-1,Roberto Pérez,Match Report,
149,2023-11-04,20:00,Liga 1,Finals,Sat,Home,D,1,1,Alianza Lima,,,Aldo Corzo,3-5-2,4-3-3,Kevin Ortega,Match Report,Leg 1 of 2
150,2023-11-08,20:00,Liga 1,Finals,Wed,Away,W,2,0,Alianza Lima,,,Aldo Corzo,3-5-2,3-4-1-2,Edwin Ordóñez,Match Report,Leg 2 of 2; Universitario won
151,2024-01-28,17:00,Liga 1,Torneo Apertura,Sun,Away,W,4,0,Mannucci,,,Aldo Corzo,3-5-2,4-2-3-1,,Match Report,
152,2024-02-03,20:00,Liga 1,Torneo Apertura,Sat,Home,W,1,0,Atlético Grau,,,Aldo Corzo,3-5-2,4-2-3-1,,Match Report,
153,2024-02-10,20:00,Liga 1,Torneo Apertura,Sat,Away,W,1,0,Alianza Lima,,,Aldo Corzo,3-5-2,3-5-2,,Match Report,
154,2024-02-17,20:00,Liga 1,Torneo Apertura,Sat,Home,W,2,0,Melgar,,,Aldo Corzo,3-5-2,3-5-1-1,,Match Report,
155,2024-02-24,15:00,Liga 1,Torneo Apertura,Sat,Away,D,0,0,UTC,,,Aldo Corzo,3-5-2,4-2-3-1,,Match Report,
156,2024-03-01,20:30,Liga 1,Torneo Apertura,Fri,Home,W,2,0,Sport Huancayo,,,Aldo Corzo,3-5-2,4-3-3,,Match Report,
157,2024-03-08,20:00,Liga 1,Torneo Apertura,Fri,Away,D,2,2,Deportivo Garcilaso,,,Aldo Corzo,3-5-2,4-1-4-1,,Match Report,
158,2024-03-12,20:30,Liga 1,Torneo Apertura,Tue,Home,W,1,0,Cusco,,,Aldo Corzo,3-5-2,4-2-3-1,,Match Report,
159,2024-03-30,20:00,Liga 1,Torneo Apertura,Sat,Away,D,0,0,U César Vallejo,,,Aldo Corzo,3-5-2,4-2-3-1,,Match Report,
