,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
98,2023-09-30,15:00,Liga 1,Torneo Clausura,Sat,Away,L,0,2,Cienciano,,,Manuel Tejada,4-2-3-1,4-2-3-1,Roberto Pérez,Match Report,
99,2023-10-08,13:00,Liga 1,Torneo Clausura,Sun,Home,D,1,1,Alianza Atlético,,,Luis Enrique Álvarez,3-4-3,4-2-3-1,Joel Alarcón,Match Report,
100,2023-10-23,13:00,Liga 1,Torneo Clausura,Mon,Away,W,4,0,Cantolao,,,Manuel Tejada,3-4-3,5-4-1,Fernando Legario,Match Report,
101,2023-10-29,15:00,Liga 1,Torneo Clausura,Sun,Home,L,0,1,Unión Comercio,,,Raúl Fernández,3-4-3,4-3-3,Micke Palomino,Match Report,
102,2024-01-28,14:30,Liga 1,Torneo Apertura,Sun,Home,D,1,1,Alianza Atlético,,,Daniel Franco,4-2-3-1,5-4-1,,Match Report,
103,2024-02-03,20:00,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Universitario,,,Daniel Franco,4-2-3-1,3-5-2,,Match Report,
104,2024-02-12,14:30,Liga 1,Torneo Apertura,Mon,Home,W,1,0,Unión Comercio,,,Daniel Franco,4-2-3-1,5-4-1,,Match Report,
105,2024-02-19,15:00,Liga 1,Torneo Apertura,Mon,Away,D,2,2,Comerciantes Unidos,,,Daniel Franco,4-2-3-1,4-2-3-1,,Match Report,
106,2024-02-25,13:45,Liga 1,Torneo Apertura,Sun,Home,D,2,2,ADT Tarma,,,Daniel Franco,4-2-3-1,3-4-1-2,,Match Report,
107,2024-03-02,13:15,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Sporting Cristal,,,Daniel Franco,4-2-3-1,4-2-3-1,,Match Report,
108,2024-03-09,13:15,Liga 1,Torneo Apertura,Sat,Home,D,1,1,Cienciano,,,Daniel Franco,4-2-3-1,4-4-1-1,,Match Report,
