,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Captain,Formation,Opp Formation,Referee,Team,DateTime
1225,2023-04-22,15:30,Liga 1,Torneo Apertura,5,Away,W,3,1,Sport Huancayo,Ignacio Barrios,4-2-3-1,4-2-3-1,Sebastián Lozano,ADT Tarma,2023-04-22 15:30:00
1226,2023-04-30,15:30,Liga 1,Torneo Apertura,6,Home,L,3,4,Cienciano,Ignacio Barrios,4-2-3-1,4-3-3,Pablo López,ADT Tarma,2023-04-30 15:30:00
1227,2023-05-06,13:00,Liga 1,Torneo Apertura,5,Away,D,1,1,Alianza Atlético,Ignacio Barrios,4-2-3-1,3-2-4-1,Jonathan Zamora,ADT Tarma,2023-05-06 13:00:00
1228,2023-05-12,18:00,Liga 1,Torneo Apertura,4,Away,L,0,1,Binacional,Ignacio Barrios,4-2-3-1,4-3-3,Joel Alarcón,ADT Tarma,2023-05-12 18:00:00
1229,2023-05-20,13:00,Liga 1,Torneo Apertura,5,Home,D,1,1,Cantolao,Ignacio Barrios,4-2-3-1,4-3-3,Fernando Legario,ADT Tarma,2023-05-20 13:00:00
1230,2023-05-28,13:00,Liga 1,Torneo Apertura,6,Away,L,3,4,Unión Comercio,Ignacio Barrios,4-2-3-1,4-1-4-1,Kevin Ortega,ADT Tarma,2023-05-28 13:00:00
1231,2023-06-02,20:00,Liga 1,Torneo Apertura,4,Home,W,2,1,Alianza Lima,Ignacio Barrios,4-2-3-1,4-2-3-1,Michael Espinoza,ADT Tarma,2023-06-02 20:00:00
1232,2023-06-10,20:00,Liga 1,Torneo Apertura,5,Away,D,1,1,Mannucci,Ignacio Barrios,4-2-3-1,4-2-3-1,David Huaman,ADT Tarma,2023-06-10 20:00:00
1233,2023-06-22,18:00,Liga 1,Torneo Clausura,3,Away,L,0,4,Melgar,Ignacio Barrios,4-2-3-1,3-4-1-2,Jonathan Zamora,ADT Tarma,2023-06-22 18:00:00
1234,2023-07-01,15:30,Liga 1,Torneo Clausura,5,Home,W,2,0,Binacional,Ignacio Barrios,4-2-3-1,4-3-3,Jesús Cartagena,ADT Tarma,2023-07-01 15:30:00
1235,2023-07-15,13:00,Liga 1,Torneo Clausura,5,Away,W,2,1,Deportivo Garcilaso,Ignacio Barrios,4-2-3-1,4-2-3-1,Jesús Cartagena,ADT Tarma,2023-07-15 13:00:00
1236,2023-07-23,15:30,Liga 1,Torneo Clausura,6,Home,W,1,0,Atlético Grau,Ignacio Barrios,4-2-3-1,4-2-3-1,Jonathan Zamora,ADT Tarma,2023-07-23 15:30:00
1237,2023-08-01,15:00,Liga 1,Torneo Clausura,1,Away,W,2,1,Dep Municipal,Ignacio Barrios,4-2-3-1,4-2-3-1,Jordy Espinoza,ADT Tarma,2023-08-01 15:00:00
1238,2023-08-06,15:15,Liga 1,Torneo Clausura,6,Home,D,1,1,Sporting Cristal,Ignacio Barrios,4-2-3-1,4-1-4-1,Daniel Ureta,ADT Tarma,2023-08-06 15:15:00
1239,2023-08-12,13:00,Liga 1,Torneo Clausura,5,Away,D,1,1,Sport Boys,Ignacio Barrios,4-2-3-1,4-3-3,Fernando Legario,ADT Tarma,2023-08-12 13:00:00
1240,2023-08-16,15:15,Liga 1,Torneo Clausura,2,Home,W,2,0,Universitario,Ignacio Barrios,4-2-3-1,3-5-2,Joel Alarcón,ADT Tarma,2023-08-16 15:15:00
1241,2023-08-21,18:00,Liga 1,Torneo Clausura,0,Away,D,1,1,U César Vallejo,Ignacio Barrios,4-2-3-1,4-2-3-1,Augusto Menéndez,ADT Tarma,2023-08-21 18:00:00
1242,2023-08-28,13:00,Liga 1,Torneo Clausura,0,Home,D,0,0,UTC,Willyan Mimbela,4-2-3-1,4-2-3-1,Michael Espinoza,ADT Tarma,2023-08-28 13:00:00
1243,2023-09-02,15:15,Liga 1,Torneo Clausura,5,Away,L,0,1,Cusco,Hernán Rengifo,4-2-3-1,4-2-3-1,Kevin Ortega,ADT Tarma,2023-09-02 15:15:00
1244,2023-09-17,15:00,Liga 1,Torneo Clausura,6,Home,W,2,1,Sport Huancayo,Ignacio Barrios,4-2-3-1,4-2-3-1,Roberto Pérez,ADT Tarma,2023-09-17 15:00:00
1245,2023-09-20,18:30,Liga 1,Torneo Clausura,2,Away,D,2,2,Cienciano,Hernán Rengifo,4-2-3-1,4-2-3-1,Michael Espinoza,ADT Tarma,2023-09-20 18:30:00
1246,2023-09-24,13:00,Liga 1,Torneo Clausura,6,Home,W,1,0,Alianza Atlético,Hernán Rengifo,4-2-3-1,4-3-3,Augusto Menéndez,ADT Tarma,2023-09-24 13:00:00
1247,2023-10-01,15:20,Liga 1,Torneo Clausura,6,Away,W,1,0,Cantolao,Ignacio Barrios,4-2-3-1,5-4-1,Michael Espinoza,ADT Tarma,2023-10-01 15:20:00
1248,2023-10-08,15:20,Liga 1,Torneo Clausura,6,Home,W,3,0,Unión Comercio,Hernán Rengifo,4-2-2-2,4-2-3-1,Edwin Ordóñez,ADT Tarma,2023-10-08 15:20:00
1249,2023-10-21,16:00,Liga 1,Torneo Clausura,5,Away,D,0,0,Alianza Lima,Ignacio Barrios,4-4-2,4-2-3-1,Roberto Pérez,ADT Tarma,2023-10-21 16:00:00
1250,2023-10-29,15:00,Liga 1,Torneo Clausura,6,Home,D,0,0,Mannucci,Ignacio Barrios,4-2-3-1,4-3-3,Jordy Espinoza,ADT Tarma,2023-10-29 15:00:00
1251,2024-01-27,15:00,Liga 1,Torneo Apertura,5,Away,L,2,6,Sporting Cristal,Gu-Rum Choi,4-2-3-1,4-2-3-1,,ADT Tarma,2024-01-27 15:00:00
1252,2024-02-03,15:00,Liga 1,Torneo Apertura,5,Home,D,1,1,Cienciano,Gu-Rum Choi,4-2-3-1,4-2-3-1,,ADT Tarma,2024-02-03 15:00:00
1253,2024-02-11,15:00,Liga 1,Torneo Apertura,6,Away,L,0,2,CDC Santa Rosa,Gu-Rum Choi,3-2-4-1,4-2-3-1,,ADT Tarma,2024-02-11 15:00:00
1254,2024-02-17,15:00,Liga 1,Torneo Apertura,5,Home,W,4,0,Mannucci,Gu-Rum Choi,3-4-1-2,4-2-3-1,,ADT Tarma,2024-02-17 15:00:00
1255,2024-02-25,13:45,Liga 1,Torneo Apertura,6,Away,D,2,2,Atlético Grau,Gu-Rum Choi,3-4-1-2,4-2-3-1,,ADT Tarma,2024-02-25 13:45:00
1256,2024-03-01,15:00,Liga 1,Torneo Apertura,4,Home,W,2,0,Alianza Lima,Gu-Rum Choi,3-4-1-2,3-5-2,,ADT Tarma,2024-03-01 15:00:00
1257,2024-03-05,19:30,Sudamericana,First stage,1,Away,D,0 (3),0 (4),pe Deportivo Garcilaso,Gu-Rum Choi,3-4-1-2,4-3-3,,ADT Tarma,2024-03-05 19:30:00
1258,2024-03-09,15:30,Liga 1,Torneo Apertura,5,Away,L,1,3,Melgar,Gu-Rum Choi,3-4-1-2,4-2-3-1,,ADT Tarma,2024-03-09 15:30:00
1259,2024-03-16,15:00,Liga 1,Torneo Apertura,5,Home,W,2,1,UTC,Gu-Rum Choi,3-4-1-2,3-4-3,,ADT Tarma,2024-03-16 15:00:00
1260,2024-03-31,13:00,Liga 1,Torneo Apertura,6,Away,W,2,0,Sport Huancayo,Gu-Rum Choi,3-4-1-2,4-1-4-1,,ADT Tarma,2024-03-31 13:00:00
1261,2024-04-07,13:00,Liga 1,Torneo Apertura,6,Home,D,2,2,Deportivo Garcilaso,Gu-Rum Choi,3-4-1-2,3-5-2,,ADT Tarma,2024-04-07 13:00:00
1262,2024-04-14,17:00,Liga 1,Torneo Apertura,6,Away,L,2,3,Cusco,Gu-Rum Choi,3-4-1-2,4-2-3-1,,ADT Tarma,2024-04-14 17:00:00
1263,2024-04-20,15:30,Liga 1,Torneo Apertura,5,Home,W,1,0,U César Vallejo,Víctor Cedrón,4-2-3-1,3-5-2,,ADT Tarma,2024-04-20 15:30:00
1264,2024-04-28,14:30,Liga 1,Torneo Apertura,6,Away,W,2,1,Alianza Atlético,Gu-Rum Choi,3-4-3,4-2-3-1,,ADT Tarma,2024-04-28 14:30:00
1265,2024-05-03,15:00,Liga 1,Torneo Apertura,4,Home,W,2,0,Universitario,Gu-Rum Choi,3-4-3,3-1-4-2,,ADT Tarma,2024-05-03 15:00:00
1266,2024-05-10,14:30,Liga 1,Torneo Apertura,4,Away,D,2,2,Unión Comercio,Gu-Rum Choi,3-4-3,4-2-3-1,,ADT Tarma,2024-05-10 14:30:00
1267,2024-05-19,13:00,Liga 1,Torneo Apertura,6,Home,W,2,0,Comerciantes Unidos,Gu-Rum Choi,3-4-3,4-2-3-1,,ADT Tarma,2024-05-19 13:00:00
1268,2024-05-26,15:00,Liga 1,Torneo Apertura,6,Away,L,0,1,Sport Boys,Gu-Rum Choi,3-4-3,4-3-3,,ADT Tarma,2024-05-26 15:00:00
1269,2024-07-12,15:15,Liga 1,Torneo Clausura,4,Home,W,3,1,Sporting Cristal,Gu-Rum Choi,3-4-1-2,4-3-3,,ADT Tarma,2024-07-12 15:15:00
1270,2024-07-21,18:00,Liga 1,Torneo Clausura,6,Away,W,1,0,Cienciano,Gu-Rum Choi,3-4-1-2,3-4-1-2,Joel Alarcón,ADT Tarma,2024-07-21 18:00:00
1271,2024-07-27,15:15,Liga 1,Torneo Clausura,5,Home,W,2,1,CDC Santa Rosa,Víctor Cedrón,3-4-1-2,3-4-3,,ADT Tarma,2024-07-27 15:15:00
1272,2024-07-31,19:30,Liga 1,Torneo Clausura,2,Away,L,2,3,Mannucci,Víctor Cedrón,3-4-1-2,4-3-3,,ADT Tarma,2024-07-31 19:30:00
1273,2024-08-04,15:20,Liga 1,Torneo Clausura,6,Home,L,1,2,Atlético Grau,Víctor Cedrón,3-4-1-2,4-4-2,,ADT Tarma,2024-08-04 15:20:00
1274,2024-08-10,20:15,Liga 1,Torneo Clausura,5,Away,D,0,0,Alianza Lima,Víctor Cedrón,3-4-1-2,3-4-1-2,,ADT Tarma,2024-08-10 20:15:00
1275,2024-08-16,13:00,Liga 1,Torneo Clausura,4,Home,D,1,1,Melgar,Víctor Cedrón,3-4-3,5-4-1,,ADT Tarma,2024-08-16 13:00:00
1276,2024-08-20,13:00,Liga 1,Torneo Clausura,1,Away,D,1,1,UTC,Víctor Cedrón,3-4-3,4-4-2,,ADT Tarma,2024-08-20 13:00:00
1277,2024-08-25,13:15,Liga 1,Torneo Clausura,6,Home,W,2,1,Sport Huancayo,Víctor Cedrón,3-4-3,4-2-3-1,,ADT Tarma,2024-08-25 13:15:00
1278,2024-09-13,15:15,Liga 1,Torneo Clausura,4,Away,L,0,1,Deportivo Garcilaso,Víctor Cedrón,3-5-2,4-4-2,Alejandro Villanueva,ADT Tarma,2024-09-13 15:15:00
1279,2024-09-17,15:15,Liga 1,Torneo Clausura,1,Home,L,1,2,Cusco,John Narvaez,3-4-3,4-2-3-1,Hibert Villegas,ADT Tarma,2024-09-17 15:15:00
1280,2024-09-22,20:00,Liga 1,Torneo Clausura,6,Away,D,0,0,U César Vallejo,John Narvaez,3-5-2,4-2-3-1,Roberto Pérez,ADT Tarma,2024-09-22 20:00:00
1281,2024-09-28,15:00,Liga 1,Torneo Clausura,5,Home,L,0,1,Alianza Atlético,Pedro Díaz,3-4-1-2,4-3-3,Daniel Ureta,ADT Tarma,2024-09-28 15:00:00
1282,2024-10-19,19:30,Liga 1,Torneo Clausura,5,Away,L,1,2,Universitario,Víctor Cedrón,3-4-3,3-5-2,Augusto Menéndez,ADT Tarma,2024-10-19 19:30:00
1283,2024-10-23,15:15,Liga 1,Torneo Clausura,2,Home,W,2,0,Unión Comercio,Víctor Cedrón,3-4-3,4-4-2,Diego Haro,ADT Tarma,2024-10-23 15:15:00
1284,2024-10-28,15:30,Liga 1,Torneo Clausura,0,Away,D,0,0,Comerciantes Unidos,John Narvaez,3-4-3,4-2-3-1,Roberto Pérez,ADT Tarma,2024-10-28 15:30:00
1285,2024-11-01,15:00,Liga 1,Torneo Clausura,4,Home,W,1,0,Sport Boys,Víctor Cedrón,3-4-3,4-4-2,Julio Quiróz,ADT Tarma,2024-11-01 15:00:00
1286,2020-01-31,20:30,Liga 1,Torneo Apertura,4,Home,L,2,3,Alianza Univ,Josepmir Ballón,3-4-3,4-4-2,Augusto Menéndez,Alianza Lima,2020-01-31 20:30:00
1287,2020-02-09,17:15,Liga 1,Torneo Apertura,6,Away,D,1,1,Mannucci,Aldair Fuentes,3-4-3,4-2-3-1,Miguel Santiváñez,Alianza Lima,2020-02-09 17:15:00
1288,2020-02-15,20:00,Liga 1,Torneo Apertura,5,Home,W,1,0,Atlético Grau,Aldair Fuentes,5-3-2,4-1-4-1,Joel Alarcón,Alianza Lima,2020-02-15 20:00:00
1289,2020-02-23,15:30,Liga 1,Torneo Apertura,6,Away,L,0,2,Ayacucho,Aldair Fuentes,3-5-2,4-2-3-1,Edwin Ordóñez,Alianza Lima,2020-02-23 15:30:00
1290,2020-02-28,20:00,Liga 1,Torneo Apertura,4,Home,W,1,0,Dep Municipal,Alberto Rodríguez,4-3-3,4-2-3-1,Luis Garay Evia,Alianza Lima,2020-02-28 20:00:00
1291,2020-03-05,21:00,Libertadores,Group stage,3,Home,L,0,1,uy Nacional,Leao Butrón,5-3-2,4-4-1-1,Bruno Arleu de Araujo,Alianza Lima,2020-03-05 21:00:00
1292,2020-03-08,15:00,Liga 1,Torneo Apertura,6,Away,L,0,2,Universitario,Aldair Fuentes,5-3-2,4-3-3,Miguel Santiváñez,Alianza Lima,2020-03-08 15:00:00
1293,2020-03-12,21:00,Libertadores,Group stage,3,Away,L,0,1,ar Racing Club,Leao Butrón,4-2-3-1,4-1-4-1,José Méndez,Alianza Lima,2020-03-12 21:00:00
1294,2020-08-10,13:15,Liga 1,Torneo Apertura,0,Home,W,3,0,Binacional,,,,,Alianza Lima,2020-08-10 13:15:00
1295,2020-08-25,14:15,Liga 1,Torneo Apertura,1,Away,D,1,1,Sporting Cristal,Leao Butrón,4-2-3-1,4-2-3-1,Kevin Ortega,Alianza Lima,2020-08-25 14:15:00
1296,2020-08-29,13:15,Liga 1,Torneo Apertura,5,Home,D,0,0,Cusco,Leao Butrón,4-2-3-1,4-2-3-1,Víctor Carrillo,Alianza Lima,2020-08-29 13:15:00
1297,2020-09-07,11:00,Liga 1,Torneo Apertura,0,Away,D,2,2,Melgar,Leao Butrón,4-2-3-1,4-2-3-1,Joel Alarcón,Alianza Lima,2020-09-07 11:00:00
1298,2020-09-11,15:30,Liga 1,Torneo Apertura,4,Home,L,0,2,UTC,Rinaldo Cruzado,4-3-3,4-2-3-1,Kevin Ortega,Alianza Lima,2020-09-11 15:30:00
1299,2020-09-16,18:15,Libertadores,Group stage,2,Away,L,2,3,ve Estud Mérida,Leao Butrón,4-2-3-1,4-4-2,Nicolás Gallo,Alianza Lima,2020-09-16 18:15:00
1300,2020-09-19,13:15,Liga 1,Torneo Apertura,5,Away,D,1,1,Sport Huancayo,Carlos Ascues,4-3-3,4-2-3-1,Joel Alarcón,Alianza Lima,2020-09-19 13:15:00
1301,2020-09-21,15:30,Liga 1,Torneo Apertura,0,Home,D,1,1,U César Vallejo,Carlos Javier Beltrán,4-2-3-1,4-3-2-1,Micke Palomino,Alianza Lima,2020-09-21 15:30:00
1302,2020-09-23,19:30,Libertadores,Group stage,2,Home,L,0,2,ar Racing Club,Leao Butrón,4-3-3,4-3-3,Ivo Méndez,Alianza Lima,2020-09-23 19:30:00
1303,2020-09-26,15:00,Liga 1,Torneo Apertura,5,Away,W,2,0,Carlos Stein,Carlos Ascues,4-1-4-1,4-2-3-1,Fernando Legario,Alianza Lima,2020-09-26 15:00:00
1304,2020-09-30,19:30,Libertadores,Group stage,2,Home,D,2,2,ve Estud Mérida,Rinaldo Cruzado,4-1-4-1,4-4-2,Gery Vargas,Alianza Lima,2020-09-30 19:30:00
1305,2020-10-03,15:30,Liga 1,Torneo Apertura,5,Home,W,2,0,Llacuabamba,Carlos Ascues,4-1-4-1,4-2-3-1,Micke Palomino,Alianza Lima,2020-10-03 15:30:00
1306,2020-10-07,13:00,Liga 1,Torneo Apertura,2,Home,D,1,1,Sport Boys,Carlos Ascues,4-2-3-1,4-2-3-1,Ramón Blanco,Alianza Lima,2020-10-07 13:00:00
1307,2020-10-10,13:15,Liga 1,Torneo Apertura,5,Away,L,0,1,Cantolao,Carlos Ascues,4-3-3,4-2-3-1,Jesús Cartagena,Alianza Lima,2020-10-10 13:15:00
1308,2020-10-13,13:15,Liga 1,Torneo Apertura,1,Home,L,0,1,USMP,Carlos Ascues,4-3-3,4-3-3,Edwin Ordóñez,Alianza Lima,2020-10-13 13:15:00
1309,2020-10-17,15:30,Liga 1,Torneo Apertura,5,Away,L,1,2,Cienciano,Leao Butrón,4-2-3-1,4-2-3-1,Kevin Ortega,Alianza Lima,2020-10-17 15:30:00
1310,2020-10-21,19:15,Libertadores,Group stage,2,Away,L,0,2,uy Nacional,Leao Butrón,4-2-3-1,4-3-3,Juan Benítez,Alianza Lima,2020-10-21 19:15:00
1311,2020-10-26,15:30,Liga 1,Group Stage,0,Home,L,1,2,Ayacucho,Carlos Ascues,4-3-3,3-4-3,Ramón Blanco,Alianza Lima,2020-10-26 15:30:00
1312,2020-10-30,13:15,Liga 1,Group Stage,4,Home,L,1,2,Dep Municipal,Rinaldo Cruzado,5-3-2,5-4-1,Diego Haro,Alianza Lima,2020-10-30 13:15:00
1313,2020-11-02,15:30,Liga 1,Group Stage,0,Away,W,4,0,Melgar,Rinaldo Cruzado,4-4-2◆,4-3-3,Roberto Pérez,Alianza Lima,2020-11-02 15:30:00
1314,2020-11-06,15:30,Liga 1,Group Stage,4,Home,D,2,2,Llacuabamba,Rinaldo Cruzado,4-3-1-2,3-1-4-2,Joel Alarcón,Alianza Lima,2020-11-06 15:30:00
1315,2020-11-09,15:30,Liga 1,Group Stage,0,Away,L,1,4,U César Vallejo,Rinaldo Cruzado,4-2-2-2,3-4-3,Diego Haro,Alianza Lima,2020-11-09 15:30:00
1316,2020-11-16,15:30,Liga 1,Group Stage,0,Away,L,0,1,Cusco,Leao Butrón,4-4-2,4-2-3-1,Roberto Pérez,Alianza Lima,2020-11-16 15:30:00
1317,2020-11-21,15:30,Liga 1,Group Stage,5,Home,L,0,2,Sport Boys,Leao Butrón,4-4-2◆,4-2-3-1,Edwin Ordóñez,Alianza Lima,2020-11-21 15:30:00
1318,2020-11-25,15:30,Liga 1,Group Stage,2,Away,L,0,1,Mannucci,Leao Butrón,4-3-1-2,4-2-3-1,Miguel Santiváñez,Alianza Lima,2020-11-25 15:30:00
1319,2020-11-28,15:30,Liga 1,Group Stage,5,Away,L,0,2,Sport Huancayo,Leao Butrón,4-4-2◆,4-2-3-1,Kevin Ortega,Alianza Lima,2020-11-28 15:30:00
1320,2021-03-30,15:30,Liga 1,Group Stage,1,Home,D,2,2,Cusco,Josepmir Ballón,4-3-3,4-4-2,Renzo Castañeda,Alianza Lima,2021-03-30 15:30:00
1321,2021-04-06,15:30,Liga 1,Group Stage,1,Home,W,1,0,Dep Municipal,Josepmir Ballón,4-3-3,4-2-3-1,Joel Alarcón,Alianza Lima,2021-04-06 15:30:00
1322,2021-04-14,15:30,Liga 1,Group Stage,2,Away,D,0,0,Sport Huancayo,Josepmir Ballón,4-3-3,4-2-3-1,Edwin Ordóñez,Alianza Lima,2021-04-14 15:30:00
1323,2021-04-24,15:30,Liga 1,Group Stage,5,Home,D,2,2,U César Vallejo,Josepmir Ballón,4-2-3-1,4-2-3-1,Roberto Pérez,Alianza Lima,2021-04-24 15:30:00
1324,2021-05-02,15:30,Liga 1,Group Stage,6,Away,L,1,2,Sporting Cristal,Josepmir Ballón,4-2-3-1,4-2-3-1,Augusto Menéndez,Alianza Lima,2021-05-02 15:30:00
1325,2021-05-07,15:30,Liga 1,Group Stage,4,Home,W,2,0,Binacional,Josepmir Ballón,4-2-3-1,3-4-3,Edwin Ordóñez,Alianza Lima,2021-05-07 15:30:00
1326,2021-05-12,15:30,Liga 1,Group Stage,2,Away,D,0,0,Alianza Atlético,,3-4-3,5-3-2,Jesús Cartagena,Alianza Lima,2021-05-12 15:30:00
1327,2021-05-17,13:15,Liga 1,Group Stage,0,Away,W,2,0,Sport Boys,Jefferson Farfán,3-4-1-2,4-2-3-1,Fernando Legario,Alianza Lima,2021-05-17 13:15:00
1328,2021-05-21,15:30,Liga 1,Group Stage,4,Home,W,2,0,Alianza Univ,Josepmir Ballón,3-5-2,4-2-3-1,Micke Palomino,Alianza Lima,2021-05-21 15:30:00
1329,2021-07-18,15:30,Liga 1,Torneo Clausura,6,Home,W,4,1,Ayacucho,Josepmir Ballón,3-5-2,5-4-1,Fernando Legario,Alianza Lima,2021-07-18 15:30:00
1330,2021-07-24,15:30,Liga 1,Torneo Clausura,5,Away,D,0,0,Alianza Univ,Josepmir Ballón,3-5-2,3-5-2,Augusto Menéndez,Alianza Lima,2021-07-24 15:30:00
1331,2021-08-01,15:30,Liga 1,Torneo Clausura,6,Away,D,0,0,Sport Boys,Josepmir Ballón,3-4-1-2,4-3-3,Joel Alarcón,Alianza Lima,2021-08-01 15:30:00
1332,2021-08-04,19:30,Liga 1,Torneo Clausura,2,Home,W,2,1,Cantolao,Josepmir Ballón,3-4-3,4-2-3-1,Luis Garay Evia,Alianza Lima,2021-08-04 19:30:00
1333,2021-08-08,15:30,Liga 1,Torneo Clausura,6,Away,W,2,0,USMP,Josepmir Ballón,3-5-2,4-2-3-1,Jonathan Zamora,Alianza Lima,2021-08-08 15:30:00
1334,2021-08-14,15:30,Liga 1,Torneo Clausura,5,Home,W,1,0,Dep Municipal,Josepmir Ballón,3-5-2,4-2-3-1,Roberto Pérez,Alianza Lima,2021-08-14 15:30:00
1335,2021-08-18,19:30,Liga 1,Torneo Clausura,2,Away,W,2,1,Universitario,Josepmir Ballón,3-5-2,3-4-1-2,Augusto Menéndez,Alianza Lima,2021-08-18 19:30:00
1336,2021-08-23,15:30,Liga 1,Torneo Clausura,0,Home,D,1,1,Sport Huancayo,Josepmir Ballón,3-5-2,4-2-3-1,Joel Alarcón,Alianza Lima,2021-08-23 15:30:00
1337,2021-08-29,15:30,Liga 1,Torneo Clausura,6,Away,W,1,0,U César Vallejo,Josepmir Ballón,5-3-2,4-2-3-1,Kevin Ortega,Alianza Lima,2021-08-29 15:30:00
1338,2021-09-12,13:15,Liga 1,Torneo Clausura,6,Home,W,3,2,Binacional,Josepmir Ballón,3-4-1-2,3-4-3,Augusto Menéndez,Alianza Lima,2021-09-12 13:15:00
1339,2021-09-17,15:30,Liga 1,Torneo Clausura,4,Away,W,2,0,Cusco,Josepmir Ballón,3-4-3,4-3-3,Roberto Pérez,Alianza Lima,2021-09-17 15:30:00
1340,2021-09-22,13:15,Liga 1,Torneo Clausura,2,Home,W,1,0,Melgar,Josepmir Ballón,3-4-1-2,4-3-3,Fernando Legario,Alianza Lima,2021-09-22 13:15:00
1341,2021-09-25,15:30,Liga 1,Torneo Clausura,5,Away,W,3,1,Alianza Atlético,Josepmir Ballón,3-4-1-2,4-4-1-1,Augusto Menéndez,Alianza Lima,2021-09-25 15:30:00
1342,2021-10-02,15:30,Liga 1,Torneo Clausura,5,Home,W,2,0,UTC,Josepmir Ballón,3-4-1-2,4-3-3,Micke Palomino,Alianza Lima,2021-10-02 15:30:00
1343,2021-10-16,15:30,Liga 1,Torneo Clausura,5,Away,W,1,0,Mannucci,Josepmir Ballón,3-4-1-2,4-2-3-1,Luis Seminario,Alianza Lima,2021-10-16 15:30:00
1344,2021-10-24,15:30,Liga 1,Torneo Clausura,6,Home,L,1,3,Sporting Cristal,Hernán Barcos,3-4-1-2,4-2-3-1,Micke Palomino,Alianza Lima,2021-10-24 15:30:00
1345,2021-10-29,15:00,Liga 1,Torneo Clausura,4,Away,D,1,1,Cienciano,Josepmir Ballón,3-5-2,4-5-1,Gean Pierre Barbagelatta,Alianza Lima,2021-10-29 15:00:00
1346,2021-11-21,15:00,Liga 1,Finals,6,Home,W,1,0,Sporting Cristal,Josepmir Ballón,3-4-1-2,4-2-3-1,Diego Haro,Alianza Lima,2021-11-21 15:00:00
1347,2021-11-28,15:00,Liga 1,Finals,6,Away,D,0,0,Sporting Cristal,Josepmir Ballón,3-4-1-2,4-1-4-1,Kevin Ortega,Alianza Lima,2021-11-28 15:00:00
1348,2022-02-04,19:00,Liga 1,Torneo Apertura,4,Home,D,1,1,Atlético Grau,Josepmir Ballón,3-5-2,3-5-2,Michael Espinoza,Alianza Lima,2022-02-04 19:00:00
1349,2022-02-13,15:30,Liga 1,Torneo Apertura,6,Away,D,0,0,Sport Boys,Josepmir Ballón,3-4-1-2,5-3-2,Roberto Pérez,Alianza Lima,2022-02-13 15:30:00
1350,2022-02-20,15:30,Liga 1,Torneo Apertura,6,Home,W,3,1,Mannucci,Josepmir Ballón,5-3-2,4-2-3-1,Joel Alarcón,Alianza Lima,2022-02-20 15:30:00
1351,2022-02-27,13:15,Liga 1,Torneo Apertura,6,Away,L,2,4,Alianza Atlético,Josepmir Ballón,5-3-2,4-2-3-1,Michael Espinoza,Alianza Lima,2022-02-27 13:15:00
1352,2022-03-06,15:30,Liga 1,Torneo Apertura,6,Home,L,0,1,Sporting Cristal,Josepmir Ballón,5-3-2,4-2-3-1,Kevin Ortega,Alianza Lima,2022-03-06 15:30:00
1353,2022-03-12,15:30,Liga 1,Torneo Apertura,5,Away,L,0,1,Melgar,Josepmir Ballón,5-3-2,4-2-3-1,Edwin Ordóñez,Alianza Lima,2022-03-12 15:30:00
1354,2022-04-06,19:00,Libertadores,Group stage,2,Home,L,0,1,ar River Plate,Josepmir Ballón,5-3-2,4-4-2,Wilmar Roldán,Alianza Lima,2022-04-06 19:00:00
1355,2022-04-10,13:15,Liga 1,Torneo Apertura,6,Home,W,1,0,UTC,Josepmir Ballón,4-3-3,4-2-3-1,Hibert Villegas,Alianza Lima,2022-04-10 13:15:00
1356,2022-04-13,18:00,Libertadores,Group stage,2,Away,L,1,2,cl Colo-Colo,Josepmir Ballón,5-3-2,4-2-3-1,Esteban Ostojich,Alianza Lima,2022-04-13 18:00:00
1357,2022-04-17,15:00,Liga 1,Torneo Apertura,6,Away,W,4,1,Universitario,Josepmir Ballón,4-2-3-1,4-2-3-1,Kevin Ortega,Alianza Lima,2022-04-17 15:00:00
1358,2022-04-23,15:30,Liga 1,Torneo Apertura,5,Away,W,2,1,Cantolao,Josepmir Ballón,4-2-3-1,4-2-3-1,Jordy Espinoza,Alianza Lima,2022-04-23 15:30:00
1359,2022-04-27,19:00,Libertadores,Group stage,2,Away,L,1,2,br Fortaleza,Josepmir Ballón,4-1-4-1,3-4-1-2,Carlos Betancourt,Alianza Lima,2022-04-27 19:00:00
1360,2022-05-01,15:30,Liga 1,Torneo Apertura,6,Home,W,5,2,Carlos Stein,Josepmir Ballón,4-4-2,4-2-3-1,Hibert Villegas,Alianza Lima,2022-05-01 15:30:00
1361,2022-05-05,21:00,Libertadores,Group stage,3,Home,D,1,1,cl Colo-Colo,Josepmir Ballón,4-4-2,4-2-3-1,Carlos Betancourt,Alianza Lima,2022-05-05 21:00:00
1362,2022-05-09,15:30,Liga 1,Torneo Apertura,0,Away,W,1,0,USMP,Hernán Barcos,4-3-3,4-3-3,Gean Pierre Barbagelatta,Alianza Lima,2022-05-09 15:30:00
1363,2022-05-14,19:00,Liga 1,Torneo Apertura,5,Home,W,2,0,U César Vallejo,Josepmir Ballón,4-4-2,4-4-2,Joel Alarcón,Alianza Lima,2022-05-14 19:00:00
1364,2022-05-18,21:00,Libertadores,Group stage,2,Home,L,0,2,br Fortaleza,Josepmir Ballón,4-4-2,3-4-1-2,Franklin Congo,Alianza Lima,2022-05-18 21:00:00
